speciesKey	scientificName	rank	taxonomicStatus	includes
4490815	Metallus pumilus (Klug, 1816)	SPECIES	ACCEPTED	4490815: Metallus pumilus (Klug, 1816)
4490817	Metallus lanceolatus (Thomson, 1870)	SPECIES	ACCEPTED	4490817: Metallus lanceolatus (Thomson, 1870)
4490821	Parna tenella (Klug, 1816)	SPECIES	ACCEPTED	4490821: Parna tenella (Klug, 1816)
4490827	Allantus togatus (Panzer, 1801)	SPECIES	ACCEPTED	4490827: Allantus togatus (Panzer, 1801)
4490831	Allantus viennensis (Schrank, 1781)	SPECIES	ACCEPTED	4490831: Allantus viennensis (Schrank, 1781)
4490848	Allantus calceatus (Klug, 1818)	SPECIES	ACCEPTED	4490848: Allantus calceatus (Klug, 1818)
4490861	Allantus didymus (Klug, 1818)	SPECIES	ACCEPTED	4490861: Allantus didymus (Klug, 1818) | 9903137: BOLD:ABU8177
4490865	Apethymus filiformis (Klug, 1818)	SPECIES	ACCEPTED	4490865: Apethymus filiformis (Klug, 1818)
4490868	Apethymus serotinus (O.F.Müller, 1776)	SPECIES	ACCEPTED	4490868: Apethymus serotinus (O.F.Müller, 1776)
4490883	Tenthredo agrorum Fallén, 1808	SPECIES	ACCEPTED	4490882: Taxonus agrorum (Fallén, 1808)
4490893	Monostegia abdominalis (Fabricius, 1798)	SPECIES	ACCEPTED	4490893: Monostegia abdominalis (Fabricius, 1798)
4490899	Monsoma pulveratum (Retzius, 1783)	SPECIES	ACCEPTED	4490899: Monsoma pulveratum (Retzius, 1783)
4490902	Eriocampa ovata (Linnaeus, 1760)	SPECIES	ACCEPTED	4490902: Eriocampa ovata (Linnaeus, 1760)
4490910	Athalia cornubiae Benson, 1931	SPECIES	ACCEPTED	4490910: Athalia cornubiae Benson, 1931
4490911	Athalia lugens (Klug, 1815)	SPECIES	ACCEPTED	4490911: Athalia lugens (Klug, 1815)
4490913	Athalia rosae (Linnaeus, 1758)	SPECIES	ACCEPTED	4490913: Athalia rosae (Linnaeus, 1758)
4490918	Athalia ancilla Serville, 1823	SPECIES	ACCEPTED	4490919: Athalia glabricollis Thomson, 1870
4490920	Athalia circularis (Klug, 1815)	SPECIES	ACCEPTED	4490920: Athalia circularis (Klug, 1815) | 4490924: Athalia lineolata Lepeletier, 1823
4490931	Athalia bicolor Serville, 1823	SPECIES	ACCEPTED	4490931: Athalia bicolor Serville, 1823
4490933	Athalia cordata Serville, 1823	SPECIES	ACCEPTED	4490933: Athalia cordata Serville, 1823
4490934	Athalia liberta (Klug, 1815)	SPECIES	ACCEPTED	4490934: Athalia liberta (Klug, 1815)
4490937	Athalia scutellariae Cameron, 1880	SPECIES	ACCEPTED	4490937: Athalia scutellariae Cameron, 1880
4490988	Ametastegia equiseti (Fallén, 1808)	SPECIES	ACCEPTED	4490988: Ametastegia equiseti (Fallén, 1808)
4490995	Ametastegia tenera (Fallén, 1808)	SPECIES	ACCEPTED	4490995: Ametastegia tenera (Fallén, 1808)
4490997	Ametastegia carpini (Hartig, 1837)	SPECIES	ACCEPTED	4490997: Ametastegia carpini (Hartig, 1837)
4491004	Stromboceros delicatulus (Fallén, 1808)	SPECIES	ACCEPTED	4491004: Stromboceros delicatulus (Fallén, 1808)
4491145	Aneugmenus temporalis (Thomson, 1871)	SPECIES	ACCEPTED	4491145: Aneugmenus temporalis (Thomson, 1871)
4491149	Aneugmenus padi (Linnaeus, 1760)	SPECIES	ACCEPTED	4491149: Aneugmenus padi (Linnaeus, 1760)
4491152	Aneugmenus coronatus (Klug, 1818)	SPECIES	ACCEPTED	4491152: Aneugmenus coronatus (Klug, 1818)
4491181	Selandria melanosterna (Serville, 1823)	SPECIES	ACCEPTED	4491181: Selandria melanosterna (Serville, 1823)
4491184	Selandria serva (Fabricius, 1793)	SPECIES	ACCEPTED	4491184: Selandria serva (Fabricius, 1793)
4491198	Nematus olfaciens Benson, 1953	SPECIES	ACCEPTED	4491198: Nematus olfaciens Benson, 1953
4491202	Nematus leucotrochus Hartig, 1837	SPECIES	ACCEPTED	4491202: Nematus leucotrochus Hartig, 1837
4491206	Nematus lucidus Panzer, 1801	SPECIES	ACCEPTED	4491206: Nematus lucidus Panzer, 1801
4491211	Nematus vicinus Serville, 1823	SPECIES	ACCEPTED	4491211: Nematus vicinus Serville, 1823 | 9333227: Tenthredo crassus Fallén, 1808
4491233	Nematus miliaris (Panzer, 1797)	SPECIES	ACCEPTED	4491233: Nematus miliaris (Panzer, 1797)
4491251	Nematus pavidus Serville, 1823	SPECIES	ACCEPTED	4491251: Nematus pavidus Serville, 1823
4491277	Nematus bergmanni Dahlbom, 1835	SPECIES	ACCEPTED	4491277: Nematus bergmanni Dahlbom, 1835
4491283	Nematus melanocephalus Hartig, 1837	SPECIES	ACCEPTED	4491283: Nematus melanocephalus Hartig, 1837
4491316	Nematus nigricornis Serville, 1823	SPECIES	ACCEPTED	4491316: Nematus nigricornis Serville, 1823
4491317	Nematus salicis (Linnaeus, 1758)	SPECIES	ACCEPTED	4491317: Nematus salicis (Linnaeus, 1758)
4491358	Nematus tibialis Newman, 1837	SPECIES	ACCEPTED	4491358: Nematus tibialis Newman, 1837
4491460	Cladius pectinicornis (Geoffroy, 1785)	SPECIES	ACCEPTED	4491460: Cladius pectinicornis (Geoffroy, 1785)
4491463	Cladius grandis (Serville, 1823)	SPECIES	ACCEPTED	4491463: Cladius grandis (Serville, 1823)
4491466	Cladius ulmi (Linnaeus, 1758)	SPECIES	ACCEPTED	4491466: Cladius ulmi (Linnaeus, 1758)
4491475	Nematinus steini Blank, 1998	SPECIES	ACCEPTED	4491475: Nematinus steini Blank, 1998
4491476	Nematinus luteus (Panzer, 1804)	SPECIES	ACCEPTED	4491476: Nematinus luteus (Panzer, 1804)
4491483	Nematinus fuscipennis (Serville, 1823)	SPECIES	ACCEPTED	4491483: Nematinus fuscipennis (Serville, 1823)
4491499	Phyllocolpa oblita (Serville, 1823)	SPECIES	ACCEPTED	4491499: Phyllocolpa oblita (Serville, 1823)
4491506	Phyllocolpa leucapsis (Tischbein, 1846)	SPECIES	ACCEPTED	4491506: Phyllocolpa leucapsis (Tischbein, 1846)
4491515	Phyllocolpa leucosticta (Hartig, 1837)	SPECIES	ACCEPTED	4491515: Phyllocolpa leucosticta (Hartig, 1837)
4491517	Phyllocolpa scotaspis (Foerster, 1854)	SPECIES	ACCEPTED	4491517: Phyllocolpa scotaspis (Foerster, 1854)
4491569	Amauronematus amplus Konow, 1895	SPECIES	ACCEPTED	4491569: Amauronematus amplus Konow, 1895
4491698	Euura venusta (Zaddach, 1883)	SPECIES	ACCEPTED	4491698: Euura venusta (Zaddach, 1883)
4491701	Euura atra (Jurine, 1807)	SPECIES	ACCEPTED	4491701: Euura atra (Jurine, 1807)
4491707	Cynips amerinae Linnaeus, 1758	SPECIES	ACCEPTED	4491706: Euura amerinae (Linnaeus, 1758)
4491708	Euura auritae Kopelke, 2000	SPECIES	ACCEPTED	4491708: Euura auritae Kopelke, 2000
4491710	Euura testaceipes (Brischke, 1883)	SPECIES	ACCEPTED	4491710: Euura testaceipes (Brischke, 1883)
4491719	Pseudodineura fuscula (Klug, 1816)	SPECIES	ACCEPTED	4491719: Pseudodineura fuscula (Klug, 1816)
4491733	Hoplocampa flava (Linnaeus, 1760)	SPECIES	ACCEPTED	4491733: Hoplocampa flava (Linnaeus, 1760)
4491740	Hoplocampa fulvicornis (Panzer, 1801)	SPECIES	ACCEPTED	4491740: Hoplocampa fulvicornis (Panzer, 1801)
4491747	Hoplocampa crataegi (Klug, 1816)	SPECIES	ACCEPTED	4491747: Hoplocampa crataegi (Klug, 1816)
4491749	Hoplocampa minuta (Christ, 1791)	SPECIES	ACCEPTED	4491749: Hoplocampa minuta (Christ, 1791)
4491845	Platycampus luridiventris (Fallén, 1808)	SPECIES	ACCEPTED	4491845: Platycampus luridiventris (Fallén, 1808)
4491863	Craesus septentrionalis (Linnaeus, 1758)	SPECIES	ACCEPTED	4491863: Craesus septentrionalis (Linnaeus, 1758)
4491865	Craesus alniastri (Scharfenberg, 1805)	SPECIES	ACCEPTED	4491865: Craesus alniastri (Scharfenberg, 1805)
4491868	Craesus latipes (Villaret, 1832)	SPECIES	ACCEPTED	4491868: Craesus latipes (Villaret, 1832)
4492096	Pontania pedunculi (Hartig, 1837)	SPECIES	ACCEPTED	4492096: Pontania pedunculi (Hartig, 1837) | 9523019: Euura pedunculi (Hartig, 1837)
4492105	Pontania collactanea (Foerster, 1854)	SPECIES	ACCEPTED	4492105: Pontania collactanea (Foerster, 1854)
4492117	Pontania viminalis (Linnaeus, 1758)	SPECIES	ACCEPTED	4492117: Pontania viminalis (Linnaeus, 1758)
4492124	Pontania tuberculata (Benson, 1953)	SPECIES	ACCEPTED	4492124: Pontania tuberculata (Benson, 1953)
4492132	Pontania virilis Zirngiebl, 1955	SPECIES	ACCEPTED	4492132: Pontania virilis Zirngiebl, 1955
4492136	Pontania triandrae Benson, 1941	SPECIES	ACCEPTED	4492136: Pontania triandrae Benson, 1941
4492137	Pontania bridgmanii (Cameron, 1883)	SPECIES	ACCEPTED	4492137: Pontania bridgmanii (Cameron, 1883)
4492141	Pontania proxima (Serville, 1823)	SPECIES	ACCEPTED	4492141: Pontania proxima (Serville, 1823)
4492144	Mesoneura opaca (Fabricius, 1775)	SPECIES	ACCEPTED	4492144: Mesoneura opaca (Fabricius, 1775)
4492150	Gilpinia frutetorum (Fabricius, 1793)	SPECIES	ACCEPTED	4492150: Gilpinia frutetorum (Fabricius, 1793)
4492160	Gilpinia virens (Klug, 1812)	SPECIES	ACCEPTED	4492160: Gilpinia virens (Klug, 1812) | 9038361: Lophyrus virens (Klug, 1812)
4492176	Macrodiprion nemoralis (Enslin, 1917)	SPECIES	ACCEPTED	4492176: Macrodiprion nemoralis (Enslin, 1917)
4492193	Sirex juvencus (Linnaeus, 1758)	SPECIES	ACCEPTED	4492193: Sirex juvencus (Linnaeus, 1758)
4492199	Sirex noctilio Fabricius, 1773	SPECIES	ACCEPTED	4492199: Sirex noctilio Fabricius, 1773
4492202	Urocerus sah (Mocsáry, 1881)	SPECIES	ACCEPTED	4492202: Urocerus sah (Mocsáry, 1881)
4492208	Urocerus gigas (Linnaeus, 1758)	SPECIES	ACCEPTED	4492208: Urocerus gigas (Linnaeus, 1758)
4492215	Urocerus augur (Klug, 1803)	SPECIES	ACCEPTED	4492215: Urocerus augur (Klug, 1803)
4492220	Tremex fuscicornis (Fabricius, 1787)	SPECIES	ACCEPTED	4492220: Tremex fuscicornis (Fabricius, 1787)
4492280	Neurotoma mandibularis (Zaddach, 1866)	SPECIES	ACCEPTED	4492280: Neurotoma mandibularis (Zaddach, 1866)
4492282	Neurotoma saltuum (Linnaeus, 1758)	SPECIES	ACCEPTED	4492282: Neurotoma saltuum (Linnaeus, 1758)
4492297	Pamphilius aurantiacus (Giraud, 1857)	SPECIES	ACCEPTED	4492297: Pamphilius aurantiacus (Giraud, 1857)
4492311	Pamphilius varius (Serville, 1823)	SPECIES	ACCEPTED	4492311: Pamphilius varius (Serville, 1823)
4492312	Pamphilius vafer (Linnaeus, 1767)	SPECIES	ACCEPTED	4492312: Pamphilius vafer (Linnaeus, 1767)
4492318	Pamphilius hortorum (Klug, 1808)	SPECIES	ACCEPTED	4492318: Pamphilius hortorum (Klug, 1808)
4492320	Pamphilius lethierryi (Konow, 1887)	SPECIES	ACCEPTED	4492320: Pamphilius lethierryi (Konow, 1887)
4492326	Pamphilius sylvaticus (Linnaeus, 1758)	SPECIES	ACCEPTED	4492326: Pamphilius sylvaticus (Linnaeus, 1758)
4492331	Pamphilius betulae (Linnaeus, 1758)	SPECIES	ACCEPTED	4492331: Pamphilius betulae (Linnaeus, 1758)
4492336	Pamphilius inanitus (Villers, 1789)	SPECIES	ACCEPTED	4492336: Pamphilius inanitus (Villers, 1789)
4492338	Pamphilius marginatus (Serville, 1823)	SPECIES	ACCEPTED	4492338: Pamphilius marginatus (Serville, 1823)
4492340	Pamphilius norimbergensis Enslin, 1917	SPECIES	ACCEPTED	4492340: Pamphilius norimbergensis Enslin, 1917
4492341	Pamphilius sylvarum (Stephens, 1835)	SPECIES	ACCEPTED	4492341: Pamphilius sylvarum (Stephens, 1835)
4492345	Lyda alternans Costa, 1859	SPECIES	ACCEPTED	4492344: Pamphilius alternans (Costa, 1860)
4492349	Acantholyda flaviceps (Retzius, 1783)	SPECIES	ACCEPTED	4492349: Acantholyda flaviceps (Retzius, 1783)
4492356	Acantholyda hieroglyphica (Christ, 1791)	SPECIES	ACCEPTED	4492356: Acantholyda hieroglyphica (Christ, 1791)
4492358	Acantholyda posticalis Matsumura, 1912	SPECIES	ACCEPTED	4492358: Acantholyda posticalis Matsumura, 1912
4492383	Cephalcia arvensis Panzer, 1802	SPECIES	ACCEPTED	4492383: Cephalcia arvensis Panzer, 1802
4492389	Caenolyda reticulata (Linnaeus, 1758)	SPECIES	ACCEPTED	4492389: Caenolyda reticulata (Linnaeus, 1758)
4492393	Xiphydria camelus (Linnaeus, 1758)	SPECIES	ACCEPTED	4492393: Xiphydria camelus (Linnaeus, 1758)
4492395	Xiphydria prolongata (Geoffroy, 1785)	SPECIES	ACCEPTED	4492395: Xiphydria prolongata (Geoffroy, 1785)
4492444	Calameuta filiformis (Eversmann, 1847)	SPECIES	ACCEPTED	4492444: Calameuta filiformis (Eversmann, 1847)
4492446	Calameuta pallipes (Klug, 1803)	SPECIES	ACCEPTED	4492446: Calameuta pallipes (Klug, 1803)
4492710	Laelius femoralis Foerster, 1860	SPECIES	ACCEPTED	4492710: Laelius femoralis Foerster, 1860
4493180	Anteon fulviventre (Haliday, 1828)	SPECIES	ACCEPTED	4493180: Anteon fulviventre (Haliday, 1828)
4493224	Anteon infectum (Haliday, 1837)	SPECIES	ACCEPTED	4493224: Anteon infectum (Haliday, 1837)
4493259	Anteon pubicorne (Dalman, 1818)	SPECIES	ACCEPTED	4493259: Anteon pubicorne (Dalman, 1818)
4493331	Sphex cyanea Linnaeus, 1758	SPECIES	DOUBTFUL	4493330: Trichrysis cyanea (Linnaeus, 1758) | 9299213: Chrysis cyanea (Linnaeus, 1758)
4493717	Pseudospinolia neglecta (Shuckard, 1836)	SPECIES	ACCEPTED	4493717: Pseudospinolia neglecta (Shuckard, 1836)
4493837	Chrysura trimaculata (Förster, 1853)	SPECIES	ACCEPTED	4493837: Chrysura trimaculata (Förster, 1853)
4493900	Elampus panzeri (Fabricius, 1804)	SPECIES	ACCEPTED	4493900: Elampus panzeri (Fabricius, 1804)
4493930	Hedychridium roseum (Rossi, 1790)	SPECIES	ACCEPTED	4493930: Hedychridium roseum (Rossi, 1790)
4493938	Hedychridium coriaceum (Dahlbom, 1854)	SPECIES	ACCEPTED	4493938: Hedychridium coriaceum (Dahlbom, 1854)
4494007	Hedychridium ardens (Coquebert, 1801)	SPECIES	ACCEPTED	4494007: Hedychridium ardens (Coquebert, 1801)
4494089	Philoctetes bidentulus (Lepeletier, 1806)	SPECIES	DOUBTFUL	4494089: Philoctetes bidentulus (Lepeletier, 1806)
4494165	Hedychrum nobile (Scopoli, 1763)	SPECIES	ACCEPTED	4494165: Hedychrum nobile (Scopoli, 1763)
4494169	Hedychrum rutilans Dahlbom, 1854	SPECIES	ACCEPTED	4494169: Hedychrum rutilans Dahlbom, 1854
4494185	Hedychrum gerstaeckeri Chevrier, 1869	SPECIES	ACCEPTED	4494185: Hedychrum gerstaeckeri Chevrier, 1869
4494197	Pseudomalus violaceus (Scopoli, 1763)	SPECIES	ACCEPTED	4494197: Pseudomalus violaceus (Scopoli, 1763)
4494199	Pseudomalus triangulifer (Abeille de Perrin, 1877)	SPECIES	ACCEPTED	4494199: Pseudomalus triangulifer (Abeille de Perrin, 1877)
4494201	Pseudomalus pusillus (Fabricius, 1804)	SPECIES	DOUBTFUL	4494201: Pseudomalus pusillus (Fabricius, 1804)
4494208	Pseudomalus auratus (Linnaeus, 1758)	SPECIES	DOUBTFUL	4494208: Pseudomalus auratus (Linnaeus, 1758) | 9845430: Ellampus auratus (Linnaeus, 1758)
4494267	Dryudella tricolor (Vander Linden, 1829)	SPECIES	ACCEPTED	4494267: Dryudella tricolor (Vander Linden, 1829)
4494274	Pemphredon lethifer (Shuckard, 1837)	SPECIES	ACCEPTED	4494274: Pemphredon lethifer (Shuckard, 1837)
4494276	Pemphredon montana (Dahlbom, 1845)	SPECIES	ACCEPTED	4494276: Pemphredon montana (Dahlbom, 1845)
4494282	Pemphredon lugens Dahlbom, 1842	SPECIES	ACCEPTED	4494282: Pemphredon lugens Dahlbom, 1842
4494283	Pemphredon morio Vander Linden, 1829	SPECIES	ACCEPTED	4494283: Pemphredon morio Vander Linden, 1829
4494285	Pemphredon inornata (Say, 1824)	SPECIES	ACCEPTED	4494285: Pemphredon inornata (Say, 1824)
4494286	Pemphredon lugubris (Fabricius, 1793)	SPECIES	ACCEPTED	4494286: Pemphredon lugubris (Fabricius, 1793)
4494292	Passaloecus pictus Ribaut, 1952	SPECIES	ACCEPTED	4494292: Passaloecus pictus Ribaut, 1952
4494294	Passaloecus borealis Dahlbom, 1844	SPECIES	ACCEPTED	4494294: Passaloecus borealis Dahlbom, 1844
4494295	Passaloecus eremita Kohl, 1893	SPECIES	ACCEPTED	4494295: Passaloecus eremita Kohl, 1893
4494302	Passaloecus singularis Dahlbom, 1844	SPECIES	ACCEPTED	4494302: Passaloecus singularis Dahlbom, 1844
4494304	Passaloecus clypealis Faester, 1947	SPECIES	ACCEPTED	4494304: Passaloecus clypealis Faester, 1947
4494312	Spilomena beata Blüthgen	SPECIES	ACCEPTED	4494312: Spilomena beata Blüthgen
4494315	Spilomena curruca (Dahlbom, 1844)	SPECIES	ACCEPTED	4494315: Spilomena curruca (Dahlbom, 1844)
4494338	Stigmus solskyi A.Morawitz, 1864	SPECIES	ACCEPTED	4494338: Stigmus solskyi A.Morawitz, 1864
4494339	Stigmus pendulus Panzer, 1804	SPECIES	ACCEPTED	4494339: Stigmus pendulus Panzer, 1804
4494362	Mimumesa unicolor (Vander Linden, 1829)	SPECIES	ACCEPTED	4494362: Mimumesa unicolor (Vander Linden, 1829)
4494366	Mimumesa atratina (F.Morawitz, 1891)	SPECIES	ACCEPTED	4494366: Mimumesa atratina (F.Morawitz, 1891)
4494370	Mimumesa dahlbomi (Wesmael, 1852)	SPECIES	ACCEPTED	4494370: Mimumesa dahlbomi (Wesmael, 1852)
4494375	Mimumesa beaumonti (van Lith, 1949)	SPECIES	ACCEPTED	4494375: Mimumesa beaumonti (van Lith, 1949)
4494377	Psenulus fuscipennis (Dahlbom, 1843)	SPECIES	ACCEPTED	4494377: Psenulus fuscipennis (Dahlbom, 1843)
4494379	Psenulus concolor (Dahlbom, 1843)	SPECIES	ACCEPTED	4494379: Psenulus concolor (Dahlbom, 1843)
4494381	Psenulus schencki (Tournier, 1889)	SPECIES	ACCEPTED	4494381: Psenulus schencki (Tournier, 1889)
4494383	Psenulus laevigatus (Schenck, 1857)	SPECIES	ACCEPTED	4494383: Psenulus laevigatus (Schenck, 1857)
4494403	Mimesa bruxellensis Bondroit, 1934	SPECIES	ACCEPTED	4494403: Mimesa bruxellensis Bondroit, 1934
4494404	Mimesa equestris (Fabricius, 1804)	SPECIES	ACCEPTED	4494404: Mimesa equestris (Fabricius, 1804)
4494406	Mimesa lutaria (Fabricius, 1787)	SPECIES	ACCEPTED	4494406: Mimesa lutaria (Fabricius, 1787)
4494417	Mellinus arvensis (Linnaeus, 1758)	SPECIES	ACCEPTED	4494417: Mellinus arvensis (Linnaeus, 1758) | 10553446: Crabro vagus (Linnaeus, 1758)
4494421	Alysson spinosus (Panzer, 1801)	SPECIES	ACCEPTED	4494421: Alysson spinosus (Panzer, 1801)
4494483	Lestiphorus bicinctus (Rossi, 1794)	SPECIES	ACCEPTED	4494483: Lestiphorus bicinctus (Rossi, 1794)
4494503	Gorytes fallax Handlirsch, 1888	SPECIES	ACCEPTED	4494503: Gorytes fallax Handlirsch, 1888
4494518	Gorytes quadrifasciatus (Fabricius, 1804)	SPECIES	ACCEPTED	4494518: Gorytes quadrifasciatus (Fabricius, 1804)
4494534	Gorytes quinquecinctus (Fabricius, 1793)	SPECIES	ACCEPTED	4494534: Gorytes quinquecinctus (Fabricius, 1793) | 7667240: Hoplisus quinquecinctus (Fabricius, 1793)
4494632	Argogorytes fargeii (Shuckard, 1837)	SPECIES	ACCEPTED	4494632: Argogorytes fargeii (Shuckard, 1837)
4494634	Argogorytes mystaceus (Linnaeus, 1761)	SPECIES	ACCEPTED	4494634: Argogorytes mystaceus (Linnaeus, 1761) | 7634154: Gorytes mystaceus (Linnaeus, 1761)
4494654	Nysson trimaculatus (Rossi, 1790)	SPECIES	ACCEPTED	4494654: Nysson trimaculatus (Rossi, 1790)
4494659	Nysson maculosus (Gmelin, 1790)	SPECIES	ACCEPTED	4494659: Nysson maculosus (Gmelin, 1790)
4494661	Nysson niger Chevrier, 1868	SPECIES	ACCEPTED	4494661: Nysson niger Chevrier, 1868
4494686	Miscophus ater Lepeletier de Saint Fargeau, 1845	SPECIES	ACCEPTED	4494686: Miscophus ater Lepeletier de Saint Fargeau, 1845
4494706	Miscophus bicolor Jurine, 1807	SPECIES	ACCEPTED	9760014: Mimesa bicolor (Jurine, 1807)
4494711	Miscophus concolor Dahlbom, 1844	SPECIES	ACCEPTED	4494711: Miscophus concolor Dahlbom, 1844
4494740	Nitela spinolae Latreille, 1809	SPECIES	ACCEPTED	4494740: Nitela spinolae Latreille, 1809
4494741	Nitela borealis Valkeila, 1974	SPECIES	ACCEPTED	4494741: Nitela borealis Valkeila, 1974
4494761	Oxybelus bipunctatus Olivier, 1812	SPECIES	ACCEPTED	4494761: Oxybelus bipunctatus Olivier, 1812
4494793	Oxybelus uniglumis (Linnaeus, 1758)	SPECIES	ACCEPTED	1310824: Polistes biglumis (Linnaeus, 1758) | 4494793: Oxybelus uniglumis (Linnaeus, 1758)
4494798	Oxybelus mandibularis Dahlbom, 1845	SPECIES	ACCEPTED	4494798: Oxybelus mandibularis Dahlbom, 1845
4494800	Oxybelus quatuordecimnotatus Jurine, 1807	SPECIES	ACCEPTED	4494800: Oxybelus quatuordecimnotatus Jurine, 1807
4494801	Oxybelus trispinosus (Fabricius, 1787)	SPECIES	ACCEPTED	4494801: Oxybelus trispinosus (Fabricius, 1787)
4494813	Lindenius albilabris (Fabricius, 1793)	SPECIES	ACCEPTED	4494813: Lindenius albilabris (Fabricius, 1793) | 4494814: Crabro albilabris Fabricius, 1793
4494824	Lindenius pygmaeus (Rossi, 1794)	SPECIES	ACCEPTED	4494824: Lindenius pygmaeus (Rossi, 1794)
4494852	Lindenius panzeri (Vander Linden, 1829)	SPECIES	ACCEPTED	4494852: Lindenius panzeri (Vander Linden, 1829)
4494856	Entomognathus brevis (Vander Linden, 1829)	SPECIES	ACCEPTED	4494856: Entomognathus brevis (Vander Linden, 1829) | 4494857: Crabro brevis Vander Linden, 1829
4494864	Crossocerus varus Lepeletier de Saint Fargeau & Brullé, 1835	SPECIES	ACCEPTED	4494864: Crossocerus varus Lepeletier de Saint Fargeau & Brullé, 1835
4494866	Crossocerus exiguus (Vander Linden, 1829)	SPECIES	ACCEPTED	4494866: Crossocerus exiguus (Vander Linden, 1829)
4494871	Crossocerus annulipes (Lepeletier de Saint Fargeau & Brullé, 1835)	SPECIES	ACCEPTED	4494871: Crossocerus annulipes (Lepeletier de Saint Fargeau & Brullé, 1835)
4494873	Crossocerus ovalis Lepeletier de Saint Fargeau & Brullé, 1835	SPECIES	ACCEPTED	4494873: Crossocerus ovalis Lepeletier de Saint Fargeau & Brullé, 1835
4494874	Crossocerus binotatus Lepeletier de Saint Fargeau & Brullé, 1835	SPECIES	ACCEPTED	4494874: Crossocerus binotatus Lepeletier de Saint Fargeau & Brullé, 1835
4494877	Crossocerus cinxius (Dahlbom, 1839)	SPECIES	ACCEPTED	4494877: Crossocerus cinxius (Dahlbom, 1839)
4494881	Crossocerus denticrus Herrich-Schaeffer, 1840	SPECIES	ACCEPTED	4494881: Crossocerus denticrus Herrich-Schaeffer, 1840
4494882	Crossocerus tarsatus (Shuckard, 1837)	SPECIES	ACCEPTED	4494882: Crossocerus tarsatus (Shuckard, 1837)
4494888	Crossocerus vagabundus (Panzer, 1798)	SPECIES	ACCEPTED	4494889: Crabro vagabundus Panzer, 1798
4494890	Crossocerus elongatulus (Vander Linden, 1829)	SPECIES	ACCEPTED	4494890: Crossocerus elongatulus (Vander Linden, 1829) | 4494892: Crabro elongatulus Vander Linden, 1829
4494895	Crossocerus wesmaeli (Vander Linden, 1829)	SPECIES	ACCEPTED	4494895: Crossocerus wesmaeli (Vander Linden, 1829)
4494902	Crossocerus nigritus (Lepeletier de Saint Fargeau & Brullé, 1835)	SPECIES	ACCEPTED	4494902: Crossocerus nigritus (Lepeletier de Saint Fargeau & Brullé, 1835)
4494906	Crossocerus podagricus (Vander Linden, 1829)	SPECIES	ACCEPTED	4494906: Crossocerus podagricus (Vander Linden, 1829)
4494908	Crossocerus cetratus (Shuckard, 1837)	SPECIES	ACCEPTED	4494908: Crossocerus cetratus (Shuckard, 1837)
4494914	Crossocerus distinguendus (A.Morawitz, 1866)	SPECIES	ACCEPTED	4494914: Crossocerus distinguendus (A.Morawitz, 1866)
4494924	Crossocerus megacephalus (Rossi, 1790)	SPECIES	ACCEPTED	4494924: Crossocerus megacephalus (Rossi, 1790)
4494928	Crossocerus palmipes (Linnaeus, 1767)	SPECIES	ACCEPTED	4494928: Crossocerus palmipes (Linnaeus, 1767)
4494930	Crossocerus capitosus (Shuckard, 1837)	SPECIES	ACCEPTED	4494930: Crossocerus capitosus (Shuckard, 1837)
4494932	Crossocerus quadrimaculatus (Fabricius, 1793)	SPECIES	ACCEPTED	4494926: Crossocerus assimilis (F.Smith, 1856) | 4494932: Crossocerus quadrimaculatus (Fabricius, 1793) | 4494933: Crabro quadrimaculatus Fabricius, 1793
4494934	Crossocerus congener (Dahlbom, 1844)	SPECIES	ACCEPTED	4494934: Crossocerus congener (Dahlbom, 1844)
4494936	Crossocerus dimidiatus (Fabricius, 1781)	SPECIES	ACCEPTED	4494936: Crossocerus dimidiatus (Fabricius, 1781) | 7471849: Crabro serripes Panzer, 1797
4494940	Ectemnius lituratus (Panzer, 1803)	SPECIES	ACCEPTED	4494940: Ectemnius lituratus (Panzer, 1803)
4494946	Ectemnius cephalotes (Olivier, 1792)	SPECIES	ACCEPTED	4494946: Ectemnius cephalotes (Olivier, 1792)
4494948	Ectemnius sexcinctus (Fabricius, 1775)	SPECIES	ACCEPTED	4494948: Ectemnius sexcinctus (Fabricius, 1775) | 7407462: Crabro zonatus Panzer, 1797
4494950	Ectemnius continuus (Fabricius, 1804)	SPECIES	ACCEPTED	4494950: Ectemnius continuus (Fabricius, 1804)
4494959	Ectemnius dives (Lepeletier de Saint Fargeau & Brullé, 1835)	SPECIES	ACCEPTED	4494959: Ectemnius dives (Lepeletier de Saint Fargeau & Brullé, 1835)
4494963	Ectemnius lapidarius (Panzer, 1803)	SPECIES	ACCEPTED	4494963: Ectemnius lapidarius (Panzer, 1803)
4494967	Ectemnius rubicola (Dufour & Perris, 1840)	SPECIES	ACCEPTED	4494967: Ectemnius rubicola (Dufour & Perris, 1840)
4494969	Ectemnius cavifrons (Thomson, 1870)	SPECIES	ACCEPTED	4494969: Ectemnius cavifrons (Thomson, 1870) | 4494970: Crabro cavifrons Thomson, 1870
4494977	Ectemnius guttatus (Vander Linden, 1829)	SPECIES	ACCEPTED	4494977: Ectemnius guttatus (Vander Linden, 1829)
4494984	Ectemnius borealis (Zetterstedt, 1838)	SPECIES	ACCEPTED	4494984: Ectemnius borealis (Zetterstedt, 1838)
